SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,SZEKHELY,SZH_KER,TELEPULES_SORSZAM,TELEPULES,OEVK14,OEVK26
01-001-001,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-002,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-003,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-004,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-005,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-006,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-007,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-008,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-009,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-010,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-011,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-012,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-013,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-014,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-015,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-016,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-017,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-018,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-019,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-001-020,01,BUDAPEST,01,Budapest,05,001,Budapest I. kerület,01,01
01-002-001,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-002,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-003,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-004,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-005,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-006,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-007,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-008,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-009,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-010,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-011,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-012,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-013,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-014,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-015,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-016,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-017,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-018,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-019,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-020,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-021,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-022,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-023,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-024,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-025,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-026,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-027,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-028,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-029,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-030,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-031,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-032,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-033,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-034,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-035,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-036,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-037,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-038,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-039,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-040,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-041,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-042,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-043,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-044,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-045,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-046,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-047,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-048,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-049,01,BUDAPEST,04,Budapest,02,002,Budapest II. kerület,04,04
01-002-050,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-051,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-052,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-053,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-054,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-055,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-056,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-057,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-058,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-059,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-060,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-061,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-062,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-063,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-064,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-065,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-066,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-067,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-068,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-069,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-070,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-071,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-072,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-073,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-002-074,01,BUDAPEST,03,Budapest,12,002,Budapest II. kerület,03,04
01-003-001,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-002,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-003,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-004,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-005,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-006,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-007,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-008,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-009,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-010,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-011,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-012,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-013,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-014,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-015,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-016,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-017,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-018,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-019,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-020,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,04
01-003-021,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-022,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-023,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-024,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-025,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-026,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-027,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-028,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-029,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-030,01,BUDAPEST,04,Budapest,02,003,Budapest III. kerület,04,11
01-003-031,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-032,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-033,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-034,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-035,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-036,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-037,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,04
01-003-038,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-039,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-040,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-041,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-042,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-043,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-044,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-045,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-046,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-047,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-048,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-049,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-050,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-051,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-052,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-053,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-054,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-055,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-056,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-057,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-058,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-059,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-060,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-061,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-062,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-063,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-064,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-065,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-066,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-067,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-068,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-069,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-070,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-071,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-072,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-073,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-074,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-075,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-076,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-077,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-078,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-079,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-080,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-081,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-082,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-083,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-084,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-085,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-086,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-087,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-088,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-089,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-090,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-091,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-092,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-093,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-094,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-095,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-096,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-097,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-098,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-099,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-100,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-101,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-102,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-103,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-104,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-105,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-106,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-107,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-108,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-109,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-110,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-111,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-003-112,01,BUDAPEST,10,Budapest,03,003,Budapest III. kerület,10,11
01-004-001,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-002,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-003,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-004,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-005,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-006,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-007,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-008,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-009,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-010,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-011,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-012,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-013,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-014,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-015,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-016,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-017,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-018,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-019,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-020,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-021,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-022,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-023,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-024,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-025,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-026,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,13
01-004-027,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-028,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-029,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-030,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-031,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-032,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-033,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-034,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-035,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-036,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-037,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-038,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-039,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-040,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-041,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-042,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-043,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-044,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-045,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-046,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-047,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-048,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-049,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-050,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-051,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-052,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-053,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-054,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-055,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-056,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-057,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-058,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-059,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-060,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-061,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-062,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-063,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-064,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-065,01,BUDAPEST,11,Budapest,04,004,Budapest IV. kerület,11,12
01-004-066,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-067,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-068,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-069,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-004-070,01,BUDAPEST,12,Budapest,15,004,Budapest IV. kerület,12,12
01-005-001,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,02
01-005-002,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,02
01-005-003,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,02
01-005-004,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,02
01-005-005,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,02
01-005-006,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,02
01-005-007,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-008,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-009,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-010,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-011,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-012,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-013,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-014,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-015,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-016,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-017,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-018,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-019,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-020,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-005-021,01,BUDAPEST,01,Budapest,05,005,Budapest V. kerület,01,01
01-006-001,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-002,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-003,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-004,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-005,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-006,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-007,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-008,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-009,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-010,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-011,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-012,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-013,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-014,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-015,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-016,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-017,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-018,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-019,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-020,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-021,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-022,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-023,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-024,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-025,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,01
01-006-026,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-027,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-028,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-029,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-006-030,01,BUDAPEST,05,Budapest,07,006,Budapest VI. kerület,05,05
01-007-001,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-002,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-003,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-005,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-006,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-007,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-008,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-009,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,01
01-007-010,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
